unique_key,test_date,location,building_address,borough,community_board,pollutant_name,pollutant_symbol,result_value,unit_of_measurement,status,action_required,inspector,latitude,longitude
100264,2018-06-21T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,3.89,pCi/L,Fail,Yes,D. Thompson,40.661963,-73.917026
100265,2017-09-21T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,17.66,ppb,Pass,No,A. Chen,40.663169,-73.916332
100266,2017-06-02T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,1.75,ppm,Pass,No,S. Patel,40.665101,-73.918419
100267,2017-09-21T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,2.5,pCi/L,Pass,No,M. Rodriguez,40.665436,-73.916314
100268,2017-10-06T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,4.2,ppb,Pass,No,J. Williams,40.662821,-73.919284
100269,2017-05-04T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,37.45,ppb,Borderline,No,L. Johnson,40.662781,-73.916166
100270,2018-06-04T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,2.25,ppm,Borderline,No,J. Williams,40.665219,-73.915881
100271,2017-10-16T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,0.65,ppm,Pass,No,A. Chen,40.664436,-73.916081
100272,2017-12-04T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,11.64,µg/m³,Pass,No,D. Thompson,40.663993,-73.917194
100273,2018-02-17T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,807.46,ppm,Pass,No,K. Martinez,40.663688,-73.919026
100274,2017-06-14T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,55.59,%,Borderline,No,S. Patel,40.664309,-73.917704
100275,2018-02-05T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,42.74,ppb,Pass,No,J. Williams,40.663718,-73.917499
100276,2018-07-02T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,171.96,ppb,Borderline,No,L. Johnson,40.664785,-73.91786
100277,2018-07-14T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,0.56,ppm,Pass,No,K. Martinez,40.664192,-73.917415
100278,2018-04-18T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,1042.14,ppm,Borderline,No,A. Chen,40.664385,-73.918924
100279,2018-08-31T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,3.17,pCi/L,Borderline,No,M. Rodriguez,40.663512,-73.91615
100280,2018-06-19T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,170.99,ppb,Borderline,No,L. Johnson,40.66361,-73.916189
100281,2018-06-11T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,46.04,µg/m³,Fail,Yes,D. Thompson,40.66152,-73.917365
100282,2018-04-09T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,24.51,µg/m³,Fail,Yes,D. Thompson,40.661772,-73.918513
100283,2017-11-11T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,3.98,pCi/L,Fail,Yes,K. Martinez,40.662787,-73.918635
100284,2017-11-20T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,0.15,ppm,Pass,No,J. Williams,40.664417,-73.916816
100285,2017-11-08T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,2.12,ppm,Borderline,No,S. Patel,40.664946,-73.915924
100286,2017-11-10T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,1.83,pCi/L,Pass,No,S. Patel,40.665353,-73.915998
100287,2018-08-13T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,11.99,µg/m³,Pass,No,K. Martinez,40.663383,-73.916644
100288,2017-03-01T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,182.63,ppb,Fail,Yes,A. Chen,40.6622,-73.917791
100289,2017-09-28T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,15.45,µg/m³,Pass,No,M. Rodriguez,40.662961,-73.919066
100290,2017-09-15T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,22.13,µg/m³,Pass,No,D. Thompson,40.662019,-73.91905
100291,2018-06-07T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,55.83,ppb,Borderline,No,K. Martinez,40.661825,-73.91593
100292,2017-08-23T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,3.78,pCi/L,Fail,Yes,D. Thompson,40.662752,-73.918548
100293,2018-06-29T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,27.16,ppb,Pass,No,D. Thompson,40.66408,-73.916218
100294,2017-03-18T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,1.55,ppm,Pass,No,K. Martinez,40.66198,-73.918347
100295,2018-02-23T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,1.74,pCi/L,Pass,No,M. Rodriguez,40.664172,-73.91814
100296,2017-04-30T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,1.12,ppm,Pass,No,K. Martinez,40.664937,-73.91765
100297,2018-06-02T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,31.21,ppb,Pass,No,J. Williams,40.662801,-73.917067
100298,2018-04-01T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,983.12,ppm,Borderline,No,A. Chen,40.664234,-73.918603
100299,2018-01-26T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,21.32,ppb,Pass,No,D. Thompson,40.663115,-73.915709
100300,2018-07-31T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,33.05,µg/m³,Pass,No,S. Patel,40.662087,-73.918018
100301,2017-11-27T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,29.45,ppb,Pass,No,D. Thompson,40.661785,-73.91568
100302,2017-05-12T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,32.31,ppb,Pass,No,J. Williams,40.663437,-73.918404
100303,2018-02-14T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,439.87,ppm,Pass,No,J. Williams,40.663202,-73.918749
100304,2017-07-14T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,2.64,pCi/L,Pass,No,K. Martinez,40.664437,-73.919075
100305,2018-02-20T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,1041.93,ppm,Borderline,No,J. Williams,40.664826,-73.915838
100306,2018-08-24T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,3.2,pCi/L,Borderline,No,J. Williams,40.661568,-73.916288
100307,2018-09-05T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,13.36,µg/m³,Pass,No,K. Martinez,40.662303,-73.915598
100308,2017-06-28T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,43.02,µg/m³,Borderline,No,J. Williams,40.66326,-73.918978
100309,2018-01-29T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,1.17,pCi/L,Pass,No,S. Patel,40.664333,-73.918683
100310,2018-03-31T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,44.09,µg/m³,Borderline,No,J. Williams,40.664985,-73.917561
100311,2017-06-14T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,3.76,pCi/L,Fail,Yes,L. Johnson,40.663118,-73.916121
100312,2018-08-16T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,7.47,ppb,Pass,No,M. Rodriguez,40.663683,-73.918667
100313,2018-01-28T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,7.29,ppb,Pass,No,K. Martinez,40.662685,-73.916539
100314,2017-08-05T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,40.87,µg/m³,Borderline,No,S. Patel,40.664281,-73.917257
100315,2017-09-07T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,9.58,ppb,Pass,No,K. Martinez,40.66166,-73.917587
100316,2017-09-03T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,5.3,µg/m³,Pass,No,K. Martinez,40.663697,-73.917102
100317,2018-04-02T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,23.07,ppb,Pass,No,J. Williams,40.662044,-73.91649
100318,2017-03-05T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,51.35,%,Borderline,No,D. Thompson,40.661905,-73.917473
100319,2017-05-29T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,23.6,µg/m³,Pass,No,M. Rodriguez,40.663305,-73.918284
100320,2017-10-04T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,36.09,ppb,Pass,No,L. Johnson,40.662583,-73.918014
100321,2018-04-07T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,40.71,ppb,Pass,No,J. Williams,40.661653,-73.917633
100322,2018-06-06T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,25.52,ppb,Pass,No,J. Williams,40.663875,-73.919236
100323,2017-03-20T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,21.71,ppb,Pass,No,J. Williams,40.662812,-73.915597
100324,2017-10-29T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,971.36,ppm,Borderline,No,S. Patel,40.662056,-73.918818
100325,2017-09-25T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,24.78,µg/m³,Fail,Yes,L. Johnson,40.663268,-73.917577
100326,2017-04-29T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,0.8,ppm,Pass,No,L. Johnson,40.661657,-73.918829
100327,2018-02-07T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,16.63,µg/m³,Pass,No,D. Thompson,40.663789,-73.918516
100328,2018-05-14T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,9.7,ppb,Pass,No,M. Rodriguez,40.662275,-73.917319
100329,2018-06-15T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,158.01,ppb,Borderline,No,S. Patel,40.663331,-73.917438
100330,2017-06-15T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,15.27,ppb,Pass,No,D. Thompson,40.665357,-73.916854
100331,2018-04-07T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,3.54,pCi/L,Borderline,No,S. Patel,40.663697,-73.917938
100332,2017-10-28T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,31.3,µg/m³,Pass,No,M. Rodriguez,40.664688,-73.917718
100333,2017-11-14T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,2.05,pCi/L,Pass,No,S. Patel,40.66403,-73.916721
100334,2017-10-09T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,3.53,pCi/L,Borderline,No,D. Thompson,40.662456,-73.915767
100335,2017-08-17T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,1.09,ppm,Pass,No,S. Patel,40.663996,-73.918872
100336,2017-09-08T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,61.44,%,Fail,Yes,M. Rodriguez,40.66283,-73.918021
100337,2018-05-30T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,16.29,ppb,Pass,No,A. Chen,40.66298,-73.917668
100338,2018-02-11T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,0.77,pCi/L,Pass,No,J. Williams,40.661782,-73.918137
100339,2018-01-15T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,117.24,ppb,Pass,No,M. Rodriguez,40.665345,-73.916761
100340,2018-08-17T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,648.56,ppm,Pass,No,M. Rodriguez,40.662987,-73.917714
100341,2017-04-04T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,13.24,µg/m³,Pass,No,M. Rodriguez,40.664211,-73.918853
100342,2018-07-07T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,4.8,ppb,Pass,No,A. Chen,40.662312,-73.916748
100343,2017-05-20T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,20.15,ppb,Borderline,No,K. Martinez,40.662491,-73.917602
100344,2018-05-11T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,2.46,pCi/L,Pass,No,K. Martinez,40.662388,-73.915884
100345,2018-04-06T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,1.86,pCi/L,Pass,No,J. Williams,40.662659,-73.918231
100346,2017-12-26T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,39.91,ppb,Borderline,No,M. Rodriguez,40.664568,-73.91652
100347,2018-06-26T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,8.92,ppb,Pass,No,M. Rodriguez,40.661647,-73.91815
100348,2018-06-07T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,20.71,ppb,Pass,No,S. Patel,40.661701,-73.916662
100349,2018-02-17T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,772.53,ppm,Pass,No,M. Rodriguez,40.662656,-73.916977
100350,2017-09-07T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,0.98,pCi/L,Pass,No,A. Chen,40.665478,-73.918491
100351,2017-07-24T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,48.34,ppb,Pass,No,J. Williams,40.661942,-73.918307
100352,2017-09-11T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,26.34,ppb,Pass,No,J. Williams,40.663238,-73.917299
100353,2018-05-24T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,2.28,pCi/L,Pass,No,A. Chen,40.665306,-73.918137
100354,2018-07-23T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,15.75,ppb,Pass,No,K. Martinez,40.662911,-73.915528
100355,2017-05-15T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,1007.72,ppm,Borderline,No,L. Johnson,40.661512,-73.916276
100356,2018-01-24T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,39.09,ppb,Pass,No,J. Williams,40.662164,-73.917799
100357,2018-06-12T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,917.78,ppm,Borderline,No,S. Patel,40.663687,-73.917444
100358,2017-07-19T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,2.02,ppm,Borderline,No,J. Williams,40.662354,-73.919471
100359,2017-06-24T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,25.18,ppb,Pass,No,J. Williams,40.662245,-73.917324
100360,2017-11-25T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,63.33,%,Fail,Yes,M. Rodriguez,40.663198,-73.918361
100361,2018-05-17T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,618.28,ppm,Pass,No,L. Johnson,40.662789,-73.917377
100362,2018-03-09T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,12.51,ppb,Pass,No,J. Williams,40.661808,-73.918674
100363,2017-07-03T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,1.77,pCi/L,Pass,No,L. Johnson,40.665459,-73.918815
100364,2017-07-06T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,19.73,ppb,Borderline,No,L. Johnson,40.661952,-73.918417
100365,2018-05-02T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,1.9,pCi/L,Pass,No,K. Martinez,40.663715,-73.916906
100366,2017-05-11T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,85.84,ppb,Pass,No,J. Williams,40.662265,-73.917582
100367,2018-07-18T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,2.11,ppm,Borderline,No,J. Williams,40.662896,-73.916691
100368,2017-06-07T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,1.01,pCi/L,Pass,No,L. Johnson,40.661944,-73.917606
100369,2017-12-02T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,0.73,pCi/L,Pass,No,J. Williams,40.663076,-73.917531
100370,2018-02-04T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,20.93,µg/m³,Borderline,No,J. Williams,40.663927,-73.915873
100371,2017-09-21T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,141.22,ppb,Pass,No,J. Williams,40.664864,-73.918944
100372,2017-12-09T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,158.85,ppb,Borderline,No,M. Rodriguez,40.662807,-73.916308
100373,2017-10-17T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,61.89,%,Fail,Yes,A. Chen,40.664139,-73.917157
100374,2017-11-27T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,1.22,ppm,Pass,No,D. Thompson,40.662477,-73.918138
100375,2017-06-19T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,27.73,µg/m³,Pass,No,J. Williams,40.663855,-73.917091
100376,2018-04-27T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,18.21,µg/m³,Pass,No,D. Thompson,40.664101,-73.918325
100377,2018-06-17T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,41.21,ppb,Pass,No,M. Rodriguez,40.663822,-73.919201
100378,2017-03-20T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,1160.27,ppm,Fail,Yes,L. Johnson,40.662168,-73.917707
100379,2018-02-28T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,36.42,µg/m³,Pass,No,S. Patel,40.663862,-73.918542
100380,2017-09-03T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,2.09,pCi/L,Pass,No,J. Williams,40.662362,-73.916987
100381,2017-05-12T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,20.3,ppb,Pass,No,K. Martinez,40.663847,-73.918227
100382,2018-06-19T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,14.33,ppb,Pass,No,M. Rodriguez,40.665421,-73.916786
100383,2018-04-15T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,35.13,µg/m³,Pass,No,A. Chen,40.661847,-73.918068
100384,2018-01-04T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,32.42,ppb,Pass,No,M. Rodriguez,40.664365,-73.918358
100385,2017-03-23T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,20.66,ppb,Borderline,No,L. Johnson,40.661777,-73.916064
100386,2017-11-24T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,168.06,ppb,Borderline,No,A. Chen,40.663451,-73.917412
100387,2017-03-19T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,25.13,ppb,Pass,No,S. Patel,40.664101,-73.917477
100388,2018-03-09T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,48.64,%,Pass,No,M. Rodriguez,40.665204,-73.91641
100389,2018-08-31T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,21.54,µg/m³,Borderline,No,S. Patel,40.664142,-73.919039
100390,2017-03-18T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,2.32,ppm,Fail,Yes,M. Rodriguez,40.662666,-73.918689
100391,2018-05-21T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,0.61,pCi/L,Pass,No,M. Rodriguez,40.663142,-73.915975
100392,2017-08-22T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,472.81,ppm,Pass,No,S. Patel,40.66325,-73.916463
100393,2017-11-29T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,491.07,ppm,Pass,No,J. Williams,40.664112,-73.918769
100394,2018-09-03T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,406.8,ppm,Pass,No,K. Martinez,40.665462,-73.917079
100395,2017-04-01T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,3.04,ppb,Pass,No,K. Martinez,40.664195,-73.915636
100396,2018-01-02T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,10.18,ppb,Pass,No,M. Rodriguez,40.664139,-73.918913
